"pk_person_features","person_uri","occupation_main","occupation_sec1","occupation_sec2","field_main","field_sec1","field_sec2","fk_person","notes"
7313,http://www.wikidata.org/entity/Q12896215,,NA,NA,NA,NA,NA,7313,
7314,http://www.wikidata.org/entity/Q1289839,,politician,NA,NA,NA,NA,7314,
7315,http://www.wikidata.org/entity/Q12902115,,university-teacher,NA,sociology,history,translation-from-german,7315,
7316,http://www.wikidata.org/entity/Q1290495,,university-teacher,NA,sociology,sociology-of-education,organization,7316,
7317,http://www.wikidata.org/entity/Q12906220,,historian,NA,NA,NA,NA,7317,
7318,http://www.wikidata.org/entity/Q1290654,,university-teacher,NA,NA,NA,NA,7318,
7319,http://www.wikidata.org/entity/Q129133,,political-scientist,NA,sociology,political-science,history,7319,
7320,http://www.wikidata.org/entity/Q129169935,,provost,NA,NA,NA,NA,7320,
7321,http://www.wikidata.org/entity/Q1291869,,university-teacher,NA,sociology,ethics,NA,7321,
7322,http://www.wikidata.org/entity/Q1292031,,NA,NA,NA,NA,NA,7322,
7323,http://www.wikidata.org/entity/Q1292072,,politician,NA,NA,NA,NA,7323,
7324,http://www.wikidata.org/entity/Q1292657,,theologian,NA,NA,NA,NA,7324,
7325,http://www.wikidata.org/entity/Q129273,,politician,NA,NA,NA,NA,7325,
7326,http://www.wikidata.org/entity/Q1292871,,university-teacher,NA,NA,NA,NA,7326,
7327,http://www.wikidata.org/entity/Q1293447,,writer,NA,NA,NA,NA,7327,
7328,http://www.wikidata.org/entity/Q1293478,,journalist,NA,NA,NA,NA,7328,
7329,http://www.wikidata.org/entity/Q129357270,,NA,NA,sociology-of-work,communication,social-communication,7329,
7330,http://www.wikidata.org/entity/Q1293632,,university-teacher,NA,NA,NA,NA,7330,
7331,http://www.wikidata.org/entity/Q1294220,,university-teacher,NA,sociology-of-scientific-knowledge,futures-studies,mathematical-method,7331,
7332,http://www.wikidata.org/entity/Q129485966,,university-teacher,NA,sociology,NA,NA,7332,
7333,http://www.wikidata.org/entity/Q129521517,,politician,NA,NA,NA,NA,7333,
7334,http://www.wikidata.org/entity/Q12956356,,university-teacher,NA,political-science,journalism,opinion-journalism,7334,
7335,http://www.wikidata.org/entity/Q129566171,,architect,NA,NA,NA,NA,7335,
7336,http://www.wikidata.org/entity/Q12958441,,NA,NA,NA,NA,NA,7336,
7337,http://www.wikidata.org/entity/Q12960793,,university-teacher,NA,sociology,feminism,social-anthropology,7337,
7338,http://www.wikidata.org/entity/Q129814053,,director,NA,NA,NA,NA,7338,
7339,http://www.wikidata.org/entity/Q129818920,,writer,NA,NA,NA,NA,7339,
7340,http://www.wikidata.org/entity/Q12981959,,politician,NA,NA,NA,NA,7340,
7341,http://www.wikidata.org/entity/Q1298461,,university-teacher,NA,sociology,philosophy,social-science,7341,
7342,http://www.wikidata.org/entity/Q129864731,,historian,NA,sociology,cultural-history,NA,7342,
7343,http://www.wikidata.org/entity/Q1298785,,NA,NA,NA,NA,NA,7343,
7344,http://www.wikidata.org/entity/Q129947345,,priest,NA,NA,NA,NA,7344,
7345,http://www.wikidata.org/entity/Q129948807,,economist,NA,NA,NA,NA,7345,
7346,http://www.wikidata.org/entity/Q129948847,,university-teacher,NA,NA,NA,NA,7346,
7347,http://www.wikidata.org/entity/Q12999024,,college-head,NA,NA,NA,NA,7347,
7348,http://www.wikidata.org/entity/Q1299925,,political-scientist,NA,sociology,social-anthropology,NA,7348,
7349,http://www.wikidata.org/entity/Q130003320,,NA,NA,NA,NA,NA,7349,
7350,http://www.wikidata.org/entity/Q130005430,,NA,NA,sociology,human-migration,social-integration,7350,
7351,http://www.wikidata.org/entity/Q130006843,,NA,NA,NA,NA,NA,7351,
7352,http://www.wikidata.org/entity/Q130051286,,NA,NA,NA,NA,NA,7352,
7353,http://www.wikidata.org/entity/Q130064,,university-teacher,NA,social-movement,civic-engagement,political-crisis,7353,
7354,http://www.wikidata.org/entity/Q130067847,,NA,NA,NA,NA,NA,7354,
7355,http://www.wikidata.org/entity/Q130207171,,writer,NA,NA,NA,NA,7355,
7356,http://www.wikidata.org/entity/Q130214365,,NA,NA,NA,NA,NA,7356,
7357,http://www.wikidata.org/entity/Q130214648,,historian,NA,NA,NA,NA,7357,
7358,http://www.wikidata.org/entity/Q13023200,,anthropologist,NA,NA,NA,NA,7358,
7359,http://www.wikidata.org/entity/Q130234038,,university-teacher,NA,NA,NA,NA,7359,
7360,http://www.wikidata.org/entity/Q130235320,,university-teacher,NA,sociology,education,social-inequality,7360,
7361,http://www.wikidata.org/entity/Q1302653,,university-teacher,NA,sociology,NA,NA,7361,
7362,http://www.wikidata.org/entity/Q130265518,,jurist,NA,NA,NA,NA,7362,
7363,http://www.wikidata.org/entity/Q130275118,,NA,NA,environmental-sociology,NA,NA,7363,
7364,http://www.wikidata.org/entity/Q1302801,,jurist,NA,NA,NA,NA,7364,
7365,http://www.wikidata.org/entity/Q130280904,,university-teacher,NA,NA,NA,NA,7365,
7366,http://www.wikidata.org/entity/Q13028347,,NA,NA,philosophy,NA,NA,7366,
7367,http://www.wikidata.org/entity/Q130284730,,university-teacher,NA,NA,NA,NA,7367,
7368,http://www.wikidata.org/entity/Q13029422,,university-teacher,NA,sociology-of-religion,political-sociology,social-history,7368,
7369,http://www.wikidata.org/entity/Q130299980,,university-teacher,NA,sociology,social-work,NA,7369,
7370,http://www.wikidata.org/entity/Q130303862,,university-teacher,NA,sociology,political-science,philosophy,7370,
7371,http://www.wikidata.org/entity/Q130304895,,philosopher,NA,NA,NA,NA,7371,
7372,http://www.wikidata.org/entity/Q130312947,,NA,NA,NA,NA,NA,7372,
7373,http://www.wikidata.org/entity/Q130313382,,university-teacher,NA,gender,ethics,sport,7373,
7374,http://www.wikidata.org/entity/Q130314034,,NA,NA,education,sociology-of-education,identity,7374,
7375,http://www.wikidata.org/entity/Q130316607,,party-official,NA,NA,NA,NA,7375,
7376,http://www.wikidata.org/entity/Q130318784,,NA,NA,sociology,social-stratification,identity,7376,
7377,http://www.wikidata.org/entity/Q13032999,,pedagogue,NA,NA,NA,NA,7377,
7378,http://www.wikidata.org/entity/Q130332976,,political-scientist,NA,NA,NA,NA,7378,
7379,http://www.wikidata.org/entity/Q130335045,,NA,NA,sociology,political-sociology,political-activity,7379,
7380,http://www.wikidata.org/entity/Q130340016,,civil-servant,NA,psychosocial-aid,civil-protection,emergency-management,7380,
7381,http://www.wikidata.org/entity/Q130344613,,historian,NA,indo-surinamese,slave,NA,7381,
7382,http://www.wikidata.org/entity/Q13034486,,NA,NA,NA,NA,NA,7382,
7383,http://www.wikidata.org/entity/Q130348205,,university-teacher,NA,NA,NA,NA,7383,
7384,http://www.wikidata.org/entity/Q130358124,,NA,NA,NA,NA,NA,7384,
7385,http://www.wikidata.org/entity/Q130358131,,school-teacher,NA,NA,NA,NA,7385,
7386,http://www.wikidata.org/entity/Q130364937,,writer,NA,NA,NA,NA,7386,
7387,http://www.wikidata.org/entity/Q130388236,,politician,NA,NA,NA,NA,7387,
7388,http://www.wikidata.org/entity/Q130389381,,psychologist,NA,sociology,theology,psychoanalysis,7388,
7389,http://www.wikidata.org/entity/Q130403869,,NA,NA,NA,NA,NA,7389,
7390,http://www.wikidata.org/entity/Q130404667,,university-teacher,NA,sociology,political-science,pedagogy,7390,
7391,http://www.wikidata.org/entity/Q130418177,,adviser,NA,sociology,historical-sociology,NA,7391,
7392,http://www.wikidata.org/entity/Q130420303,,university-teacher,NA,sociology,social-science,NA,7392,
7393,http://www.wikidata.org/entity/Q130423092,,politician,NA,NA,NA,NA,7393,
7394,http://www.wikidata.org/entity/Q1304249,,university-teacher,NA,NA,NA,NA,7394,
7395,http://www.wikidata.org/entity/Q130438159,,NA,NA,NA,NA,NA,7395,
7396,http://www.wikidata.org/entity/Q130438292,,NA,NA,NA,NA,NA,7396,
7397,http://www.wikidata.org/entity/Q130456834,,university-teacher,NA,sociology,sociology-of-youth,sociology-of-leisure,7397,
7398,http://www.wikidata.org/entity/Q130460781,,journalist,NA,sociology,journalism,translation-from-english,7398,
7399,http://www.wikidata.org/entity/Q130466587,,university-teacher,NA,sociology,NA,NA,7399,
7400,http://www.wikidata.org/entity/Q130471140,,NA,NA,sociology,sociology-of-religion,history-of-sociology,7400,
7401,http://www.wikidata.org/entity/Q1304734,,university-teacher,NA,NA,NA,NA,7401,
7402,http://www.wikidata.org/entity/Q130474414,,NA,NA,NA,NA,NA,7402,
7403,http://www.wikidata.org/entity/Q13050762,,NA,NA,NA,NA,NA,7403,
7404,http://www.wikidata.org/entity/Q130521443,,university-teacher,NA,NA,NA,NA,7404,
7405,http://www.wikidata.org/entity/Q130529037,,journalist,NA,sociology,NA,NA,7405,
7406,http://www.wikidata.org/entity/Q130530948,,assistant-professor,NA,sociology,social-policy,law,7406,
7407,http://www.wikidata.org/entity/Q130531739,,university-teacher,NA,economic-sociology,methodology,sociology-of-consumption,7407,
7408,http://www.wikidata.org/entity/Q130540395,,politician,NA,NA,NA,NA,7408,
7409,http://www.wikidata.org/entity/Q130540886,,economist,NA,NA,NA,NA,7409,
7410,http://www.wikidata.org/entity/Q1305409,,university-teacher,NA,NA,NA,NA,7410,
7411,http://www.wikidata.org/entity/Q13054877,,historian,NA,NA,NA,NA,7411,
7412,http://www.wikidata.org/entity/Q130549449,,NA,NA,sociology,NA,NA,7412,
7413,http://www.wikidata.org/entity/Q130549458,,NA,NA,sociology,economic-sociology,human-migration,7413,
7414,http://www.wikidata.org/entity/Q130549998,,NA,NA,NA,NA,NA,7414,
7415,http://www.wikidata.org/entity/Q130552098,,writer,NA,NA,NA,NA,7415,
7416,http://www.wikidata.org/entity/Q1305581,,university-teacher,NA,NA,NA,NA,7416,
7417,http://www.wikidata.org/entity/Q130563496,,university-teacher,NA,sociology,NA,NA,7417,
7418,http://www.wikidata.org/entity/Q1306233,,university-teacher,NA,NA,NA,NA,7418,
7419,http://www.wikidata.org/entity/Q130624704,,NA,NA,NA,NA,NA,7419,
7420,http://www.wikidata.org/entity/Q130640314,,university-teacher,NA,sociology,mass-media,media-policy,7420,
7421,http://www.wikidata.org/entity/Q130641333,,NA,NA,NA,NA,NA,7421,
7422,http://www.wikidata.org/entity/Q130647861,,politician,NA,NA,NA,NA,7422,
7423,http://www.wikidata.org/entity/Q130680068,,poet,NA,sociology,philosophy,NA,7423,
7424,http://www.wikidata.org/entity/Q130683825,,NA,NA,NA,NA,NA,7424,
7425,http://www.wikidata.org/entity/Q130722085,,NA,NA,NA,NA,NA,7425,
7426,http://www.wikidata.org/entity/Q130726922,,NA,NA,NA,NA,NA,7426,
7427,http://www.wikidata.org/entity/Q130729147,,researcher,NA,sociology,feminism,human-rights,7427,
7428,http://www.wikidata.org/entity/Q130735396,,writer,NA,NA,NA,NA,7428,
7429,http://www.wikidata.org/entity/Q130736751,,university-teacher,NA,NA,NA,NA,7429,
7430,http://www.wikidata.org/entity/Q130738856,,trade-unionist,NA,NA,NA,NA,7430,
7431,http://www.wikidata.org/entity/Q130739317,,university-teacher,NA,NA,NA,NA,7431,
7432,http://www.wikidata.org/entity/Q130746805,,esperantist,NA,NA,NA,NA,7432,
7433,http://www.wikidata.org/entity/Q130766216,,university-teacher,NA,sociology,geography,social-geography,7433,
7434,http://www.wikidata.org/entity/Q130774142,,NA,NA,NA,NA,NA,7434,
7435,http://www.wikidata.org/entity/Q130775628,,NA,NA,NA,NA,NA,7435,
7436,http://www.wikidata.org/entity/Q130777174,,NA,NA,NA,NA,NA,7436,
7437,http://www.wikidata.org/entity/Q130780443,,cultural-studies-scholar,NA,sociology,culturology,NA,7437,
7438,http://www.wikidata.org/entity/Q130787327,,NA,NA,NA,NA,NA,7438,
7439,http://www.wikidata.org/entity/Q130788867,,NA,NA,NA,NA,NA,7439,
7440,http://www.wikidata.org/entity/Q130790445,,NA,NA,NA,NA,NA,7440,
7441,http://www.wikidata.org/entity/Q130790684,,NA,NA,NA,NA,NA,7441,
7442,http://www.wikidata.org/entity/Q130792018,,historian,NA,sociology,media-studies,communication-science,7442,
7443,http://www.wikidata.org/entity/Q130793333,,NA,NA,NA,NA,NA,7443,
7444,http://www.wikidata.org/entity/Q130796937,,historian,NA,NA,NA,NA,7444,
7445,http://www.wikidata.org/entity/Q130798597,,NA,NA,NA,NA,NA,7445,
7446,http://www.wikidata.org/entity/Q130815262,,university-teacher,NA,sociology,political-science,economics,7446,
7447,http://www.wikidata.org/entity/Q130820677,,NA,NA,NA,NA,NA,7447,
7448,http://www.wikidata.org/entity/Q130830769,,researcher,NA,NA,NA,NA,7448,
7449,http://www.wikidata.org/entity/Q130833479,,jurist,NA,law,sociology-of-law,public-administration,7449,
7450,http://www.wikidata.org/entity/Q130834255,,NA,NA,NA,NA,NA,7450,
7451,http://www.wikidata.org/entity/Q130834487,,historian,NA,sociology,history,culturology,7451,
7452,http://www.wikidata.org/entity/Q130839665,,librarian,NA,NA,NA,NA,7452,
7453,http://www.wikidata.org/entity/Q130852724,,university-teacher,NA,sociology,philosophy,cultural-history,7453,
7454,http://www.wikidata.org/entity/Q13085537,,secondary-school-teacher,NA,sociology,history-of-islam,NA,7454,
7455,http://www.wikidata.org/entity/Q1308727,,NA,NA,NA,NA,NA,7455,
7456,http://www.wikidata.org/entity/Q130877788,,university-teacher,NA,sociology,cultural-anthropology,human-geography,7456,
7457,http://www.wikidata.org/entity/Q1308983,,university-teacher,NA,sociology,NA,NA,7457,
7458,http://www.wikidata.org/entity/Q130917,,university-teacher,NA,sociology,journalism,politics,7458,
7459,http://www.wikidata.org/entity/Q130933672,,university-teacher,NA,NA,NA,NA,7459,
7460,http://www.wikidata.org/entity/Q130969134,,university-teacher,NA,sociology,NA,NA,7460,
7461,http://www.wikidata.org/entity/Q130974842,,political-scientist,NA,sociology,political-science,gender-studies,7461,
7462,http://www.wikidata.org/entity/Q130974920,,university-teacher,NA,sociology,cultural-history,american-civil-war,7462,
7463,http://www.wikidata.org/entity/Q130974929,,university-teacher,NA,sociology,social-history,renaissance,7463,
7464,http://www.wikidata.org/entity/Q13102564,,secondary-school-teacher,NA,NA,NA,NA,7464,
7465,http://www.wikidata.org/entity/Q1311385,,university-teacher,NA,urban-sociology,urbanism,regional-sociology,7465,
7466,http://www.wikidata.org/entity/Q131147121,,university-teacher,NA,sociology,criminology,social-psychology,7466,
7467,http://www.wikidata.org/entity/Q131153390,,university-teacher,NA,NA,NA,NA,7467,
7468,http://www.wikidata.org/entity/Q131153912,,politician,NA,NA,NA,NA,7468,
7469,http://www.wikidata.org/entity/Q131153913,,NA,NA,NA,NA,NA,7469,
7470,http://www.wikidata.org/entity/Q131193411,,NA,NA,NA,NA,NA,7470,
7471,http://www.wikidata.org/entity/Q131221726,,translator,NA,NA,NA,NA,7471,
7472,http://www.wikidata.org/entity/Q1312340,,university-teacher,NA,NA,NA,NA,7472,
7473,http://www.wikidata.org/entity/Q131235432,,journalist,NA,NA,NA,NA,7473,
7474,http://www.wikidata.org/entity/Q131243778,,political-scientist,NA,NA,NA,NA,7474,
7475,http://www.wikidata.org/entity/Q131279174,,NA,NA,urban-sociology,NA,NA,7475,
7476,http://www.wikidata.org/entity/Q131279813,,NA,NA,NA,NA,NA,7476,
7477,http://www.wikidata.org/entity/Q131285997,,university-teacher,NA,NA,NA,NA,7477,
7478,http://www.wikidata.org/entity/Q131289156,,university-teacher,NA,sociology,philosophy,NA,7478,
7479,http://www.wikidata.org/entity/Q131289724,,NA,NA,sociology,NA,NA,7479,
7480,http://www.wikidata.org/entity/Q131301725,,NA,NA,NA,NA,NA,7480,
7481,http://www.wikidata.org/entity/Q131304772,,NA,NA,islamophobia,NA,NA,7481,
7482,http://www.wikidata.org/entity/Q131310524,,university-teacher,NA,gender,mass-media,urbanism,7482,
7483,http://www.wikidata.org/entity/Q131325648,,NA,NA,NA,NA,NA,7483,
7484,http://www.wikidata.org/entity/Q13133,,writer,NA,NA,NA,NA,7484,
7485,http://www.wikidata.org/entity/Q131339237,,NA,NA,NA,NA,NA,7485,
7486,http://www.wikidata.org/entity/Q131340034,,professor,NA,sociology,NA,NA,7486,
7487,http://www.wikidata.org/entity/Q13135465,,NA,NA,NA,NA,NA,7487,
7488,http://www.wikidata.org/entity/Q131361653,,university-teacher,NA,public-policy,social-exclusion,homelessness,7488,
7489,http://www.wikidata.org/entity/Q131362341,,NA,NA,NA,NA,NA,7489,
7490,http://www.wikidata.org/entity/Q131362386,,historian,NA,NA,NA,NA,7490,
7491,http://www.wikidata.org/entity/Q131367570,,regionalist,NA,NA,NA,NA,7491,
7492,http://www.wikidata.org/entity/Q1313695,,university-teacher,NA,NA,NA,NA,7492,
7493,http://www.wikidata.org/entity/Q131372587,,university-teacher,NA,social-media,psychological-trauma,sadness,7493,
7494,http://www.wikidata.org/entity/Q131374816,,NA,NA,evaluation,NA,NA,7494,
7495,http://www.wikidata.org/entity/Q131375214,,university-teacher,NA,social-policy,public-policy,evaluation,7495,
7496,http://www.wikidata.org/entity/Q131380325,,NA,NA,NA,NA,NA,7496,
7497,http://www.wikidata.org/entity/Q131382553,,psychologist,NA,gender-studies,sociology-of-sport,physical-education,7497,
7498,http://www.wikidata.org/entity/Q131382608,,university-teacher,NA,digital-media,big-data,NA,7498,
7499,http://www.wikidata.org/entity/Q131382609,,university-teacher,NA,sociology,digital-media,technology-and-society,7499,
7500,http://www.wikidata.org/entity/Q131382612,,university-teacher,NA,sociology,communication,digital-media,7500,
7501,http://www.wikidata.org/entity/Q131385937,,NA,NA,artificial-intelligence,digital-transformation,digital-capitalism,7501,
7502,http://www.wikidata.org/entity/Q131385942,,NA,NA,NA,NA,NA,7502,
7503,http://www.wikidata.org/entity/Q131385950,,researcher,NA,NA,NA,NA,7503,
7504,http://www.wikidata.org/entity/Q131387152,,NA,NA,NA,NA,NA,7504,
7505,http://www.wikidata.org/entity/Q13138751,,university-teacher,NA,sociology,anthropology,cultural-anthropology,7505,
7506,http://www.wikidata.org/entity/Q131388263,,economist,NA,sociology,general-economics,NA,7506,
7507,http://www.wikidata.org/entity/Q131397296,,NA,NA,sociology,visual-sociology,NA,7507,
7508,http://www.wikidata.org/entity/Q131397344,,university-teacher,NA,NA,NA,NA,7508,
7509,http://www.wikidata.org/entity/Q131397872,,university-teacher,NA,sociology,documentary-film,experimental-film,7509,
7510,http://www.wikidata.org/entity/Q131398979,,NA,NA,NA,NA,NA,7510,
7511,http://www.wikidata.org/entity/Q131411832,,university-teacher,NA,sociology,journalism,school-education,7511,
7512,http://www.wikidata.org/entity/Q131416512,,philosopher,NA,NA,NA,NA,7512,
7513,http://www.wikidata.org/entity/Q131419984,,professor,NA,NA,NA,NA,7513,
7514,http://www.wikidata.org/entity/Q131421872,,NA,NA,NA,NA,NA,7514,
7515,http://www.wikidata.org/entity/Q131422153,,university-teacher,NA,sociology,social-research,criminology,7515,
7516,http://www.wikidata.org/entity/Q131426838,,university-teacher,NA,NA,NA,NA,7516,
7517,http://www.wikidata.org/entity/Q131427441,,NA,NA,NA,NA,NA,7517,
7518,http://www.wikidata.org/entity/Q131430364,,NA,NA,NA,NA,NA,7518,
7519,http://www.wikidata.org/entity/Q131433060,,university-teacher,NA,NA,NA,NA,7519,
7520,http://www.wikidata.org/entity/Q131444133,,poet,NA,NA,NA,NA,7520,
7521,http://www.wikidata.org/entity/Q131454122,,university-teacher,NA,sexual-violence,NA,NA,7521,
7522,http://www.wikidata.org/entity/Q131461185,,NA,NA,NA,NA,NA,7522,
7523,http://www.wikidata.org/entity/Q131469826,,writer,NA,NA,NA,NA,7523,
7524,http://www.wikidata.org/entity/Q131471210,,journalist,NA,NA,NA,NA,7524,
7525,http://www.wikidata.org/entity/Q1314844,,university-teacher,NA,NA,NA,NA,7525,
7526,http://www.wikidata.org/entity/Q1315011,,NA,NA,NA,NA,NA,7526,
7527,http://www.wikidata.org/entity/Q131506300,,researcher,NA,NA,NA,NA,7527,
7528,http://www.wikidata.org/entity/Q131510637,,criminologist,NA,NA,NA,NA,7528,
7529,http://www.wikidata.org/entity/Q131520599,,anthropologist,NA,NA,NA,NA,7529,
7530,http://www.wikidata.org/entity/Q131522042,,criminologist,NA,NA,NA,NA,7530,
7531,http://www.wikidata.org/entity/Q131545047,,political-scientist,NA,history,protestant-reformation,NA,7531,
7532,http://www.wikidata.org/entity/Q131545074,,university-teacher,NA,sociology,rural-sociology,NA,7532,
